,STOCK,SMB,HML
1421,OLP,-0.050212792,-0.097438461
482,CVU,0.208901406,-0.097629478
1333,NFLX,-0.196984602,-0.097825088
1228,MGEE,-0.178203808,-0.098213798
790,FTS,-0.005128208,-0.098448998
1620,RHP,0.207710864,-0.098454372
648,ESE,0.031928175,-0.098620685
39,AEL,0.435425901,-0.098716636
866,GPC,-0.043787201,-0.099583983
10,ABEV,0.149852444,-0.100128174
255,BPT,0.092194513,-0.100208338
1623,RJF,-0.137035093,-0.10039266
1554,PPT,-0.103665367,-0.100467251
654,ESS,0.107910294,-0.100670338
1700,SFST,-0.092353005,-0.100794218
1483,PEBO,0.067764163,-0.100812933
21,ACNB,-0.40042955,-0.100872901
1852,TFX,0.079969096,-0.101288235
1629,RMD,-0.09214344,-0.102139758
555,DSGR,0.140002395,-0.102350112
2022,VTRS,-0.236650525,-0.102838988
1891,TRC,-0.211452059,-0.103531526
2087,WTM,-0.126788792,-0.103531538
1350,NMT,-0.243705387,-0.103707945
376,CLF,0.157768935,-0.103759902
1938,UBS,0.19344116,-0.10384938
879,GRX,-0.020293762,-0.104350057
915,HFBL,-0.290110763,-0.104782785
2081,WSR,-0.262520873,-0.104809648
1994,VGR,-0.055266158,-0.104820672
987,IBM,-0.169337528,-0.10494683
1444,OTTR,0.023164732,-0.105095882
708,FCF,-0.013958394,-0.105526281
1765,SPG,-0.117990518,-0.105645022
1954,UMBF,-0.117984458,-0.1056792
2001,VLGEA,-0.091870927,-0.106300584
742,FLC,-0.056700513,-0.106396878
197,BDJ,-0.042588001,-0.106414333
624,ENS,-0.035468688,-0.10664898
512,DE,0.219839769,-0.106807222
741,FL,-0.874238223,-0.107047958
128,ASB,-0.06109988,-0.107456092
1574,PUK,0.180737928,-0.107855638
507,DCI,0.250708151,-0.108081558
1343,NJR,0.047108185,-0.108118296
1819,SYK,-0.004810417,-0.108142307
1902,TRST,-0.059832898,-0.108310229
1500,PG,-0.08444578,-0.108330812
1311,NAD,-0.196221418,-0.108558444
2028,WAFD,-0.185178179,-0.108752154
653,ESP,-0.096000357,-0.108782814
2035,WCN,-0.015506751,-0.109209029
1068,JJSF,-0.107950529,-0.10923004
1271,MPC,0.280245922,-0.109298794
465,CTBI,-0.029906172,-0.109524311
1787,STAA,0.005171648,-0.109799049
1622,RIO,0.302577222,-0.109903912
656,ET,-0.112473922,-0.110272763
723,FERG,0.080816336,-0.110494952
2041,WELL,-0.039605107,-0.11073758
1185,MAA,-0.090191967,-0.11074013
352,CHH,0.051266351,-0.111188599
650,ESGR,-0.136488625,-0.111370495
1016,IMOS,0.20621289,-0.11211304
1871,TKC,0.093125592,-0.112205325
2059,WLDN,-0.421974759,-0.112482256
781,FRST,-0.159415752,-0.112905167
1655,SAFT,0.040032059,-0.112955742
691,EXTR,0.992229425,-0.113753317
225,BK,0.063483031,-0.113883159
326,CCNE,-0.387962093,-0.114214045
1679,SCD,-0.093383959,-0.11447352
1670,SBGI,-0.280027453,-0.114559662
836,GHI,-0.09138978,-0.114684079
1401,O,-0.198995754,-0.11539683
2000,VKQ,-0.230450655,-0.1162285
1972,USPH,-0.252201508,-0.117821015
304,CASH,-0.233842491,-0.118137572
460,CSR,-0.238932539,-0.118188445
1845,TEI,-0.073814589,-0.118376057
949,HQH,0.031873757,-0.118707595
207,BFZ,-0.266434944,-0.118737721
1664,SASR,0.0180422,-0.119002637
1066,JHS,-0.207182353,-0.119072025
1073,JNJ,-0.092611653,-0.119300582
942,HOLX,-0.26156599,-0.119531314
602,EHC,0.262927491,-0.119771369
792,FULT,-0.015737131,-0.119935101
990,ICE,0.098918632,-0.120063507
1172,LULU,-0.043925741,-0.120141341
558,DSU,-0.083934521,-0.120371212
1716,SIG,-0.252750216,-0.120727262
1513,PIM,-0.127487909,-0.120994463
84,AMGN,-0.115115042,-0.121176402
902,HCA,0.028975444,-0.121253296
1427,OPBK,-0.270269512,-0.122039255
1414,OGE,-0.020480322,-0.12226915
1254,MMT,-0.055487928,-0.123018126
1929,TXT,0.31470767,-0.123055308
1154,LMT,0.184711476,-0.123109945
1199,MCBC,-0.095105394,-0.123145491
1677,SBUX,0.02214851,-0.123283965
612,ELS,-0.09008334,-0.123556138
1993,VGM,-0.239657685,-0.123665999
736,FICO,0.112691674,-0.123766844
113,ARC,0.181470785,-0.123881606
1195,MATW,-0.146318268,-0.124317793
1162,LOW,-0.137463824,-0.124798934
263,BRW,-0.155520092,-0.125214609
1969,USLM,0.239378361,-0.125515319
1793,STEW,0.031136707,-0.125713092
158,AWF,-0.024808244,-0.127168044
1418,OKE,-0.061978656,-0.127593806
1136,LEO,-0.25168651,-0.12792847
1213,MDT,-0.106399708,-0.128077932
1811,SWKH,-0.094416992,-0.128214775
932,HMC,-0.052358676,-0.128590681
1160,LOGI,0.384471679,-0.128636915
1533,PMT,-0.109955792,-0.128722011
1734,SLGN,-0.147263609,-0.128761183
748,FLT,-0.297791213,-0.129180844
698,FAX,-0.119678011,-0.129520615
536,DLB,-0.011859553,-0.129523155
1762,SOR,0.090716568,-0.130025824
1810,SWBI,-0.274262079,-0.130096014
1884,TOL,0.119477785,-0.130152242
1580,PZC,-0.267592556,-0.130366067
1202,MCI,-0.026581943,-0.130428164
547,DOX,0.048547254,-0.130765226
259,BRKL,-0.164239665,-0.131169051
367,CII,-0.033307723,-0.131207044
1471,PCK,-0.182600756,-0.131236989
1206,MCR,-0.081549575,-0.131530689
2056,WIT,0.281726954,-0.131638952
734,FI,0.038696675,-0.131828148
1432,OPY,-0.041021794,-0.13256325
273,BUSE,0.006118348,-0.132609588
168,AZN,0.052098597,-0.132933168
483,CVX,-3.44E-05,-0.133173579
1055,JAZZ,-0.405118975,-0.133209494
1976,UTMD,-0.125983453,-0.133226377
882,GSK,0.01534572,-0.133517521
880,GS,-0.055411379,-0.133593782
64,ALB,0.251673372,-0.134075577
1338,NHS,-0.083785272,-0.13418855
244,BMY,-0.137083251,-0.134689859
751,FMBH,-0.294643559,-0.134707671
338,CET,0.059935217,-0.134747144
702,FBNC,-0.060277986,-0.134876348
44,AFG,0.031412003,-0.135763663
922,HIG,0.372353324,-0.135846311
967,HTLF,-0.129958121,-0.136201367
366,CIGI,-0.032135982,-0.136640379
1400,NZF,-0.198634913,-0.13698487
107,APD,0.003745438,-0.136988937
1564,PROV,-0.039948821,-0.137014322
414,COFS,-0.421134676,-0.137222589
725,FFA,-0.046886656,-0.137233403
662,ETO,0.063661805,-0.137509545
1859,THFF,-0.18039381,-0.138312552
884,GSM,0.256358364,-0.138367166
759,FNB,-0.262748708,-0.138815609
1676,SBSI,-0.120770157,-0.138904515
615,ELV,0.067606914,-0.139155388
1642,RRC,-0.349979101,-0.139155468
1233,MGRC,0.23280811,-0.139543289
1825,TAK,-0.009227315,-0.140657669
1630,RMT,0.037843868,-0.141251944
233,BLE,-0.30614403,-0.141486706
88,AMP,0.001237266,-0.141813997
160,AWK,-0.195292444,-0.142164965
1225,MFM,-0.230665719,-0.142563175
1278,MS,0.137587568,-0.14273527
1354,NOAH,0.192042085,-0.143385197
428,CPF,-0.011789743,-0.143602097
1855,TGNA,-0.060258125,-0.143625654
1755,SNX,-0.05550157,-0.143687505
1800,STRA,-0.018146955,-0.144127564
2021,VTR,-0.03355835,-0.144296386
1495,PFL,0.022708633,-0.144342803
1982,V,0.114353196,-0.144443682
1131,LDOS,0.075466344,-0.145184729
1325,NECB,-0.187585953,-0.145266879
1605,REGN,0.15133043,-0.145700808
1713,SHYF,0.780529927,-0.145905725
1463,PBA,-0.03894961,-0.146355317
1928,TXRH,0.012898433,-0.146648131
1109,KOF,-0.022414594,-0.146707893
521,DGX,0.059839419,-0.146761561
284,BXP,-0.165349575,-0.147146725
1529,PMF,-0.262814412,-0.147261652
1339,NHTC,-0.149355187,-0.147508701
487,CWST,0.153307683,-0.147658333
592,EFSC,-0.21102192,-0.147694503
127,ASA,0.009550348,-0.148081457
240,BMI,0.195441678,-0.14808525
14,ABT,-0.09298767,-0.148252666
2047,WFC,-0.120954843,-0.148404368
571,E,0.184734424,-0.148632862
707,FCCO,-0.122616193,-0.148869758
992,ICL,-0.116727672,-0.149093041
2016,VRTS,0.05145674,-0.149196093
1235,MHF,-0.253148643,-0.149200227
159,AWI,0.166118587,-0.149681969
1948,UHS,-0.071749597,-0.149948198
1828,TAST,-0.424914599,-0.150245355
151,AVB,-0.067389824,-0.150964317
951,HQL,0.046258654,-0.150972898
1603,RDY,-0.32442045,-0.15098074
1305,MXC,0.187860297,-0.151117713
1999,VKI,-0.313083928,-0.151414496
431,CPK,-0.089975873,-0.151580146
1011,IIM,-0.274494305,-0.151583099
2092,WWD,0.352417329,-0.15180271
768,FORD,0.079357216,-0.152427212
1494,PFIS,-0.429034474,-0.152510829
299,CALM,-0.05936181,-0.152570449
1673,SBLK,0.340921271,-0.152844341
754,FMNB,-0.40609525,-0.153093072
926,HIW,-0.026505901,-0.153618089
1530,PML,-0.267105421,-0.153618812
1022,ING,0.360258184,-0.154059503
722,FELE,0.005683091,-0.154391706
327,CCOI,0.156415399,-0.154516923
709,FCFS,0.068690625,-0.154532812
1255,MMU,-0.26363151,-0.154535675
660,ETJ,-0.161710907,-0.154679755
806,GAU,-0.754155457,-0.154957645
1553,PPL,-0.083279176,-0.155327583
1738,SLRC,-0.1878879,-0.155382685
1531,PMM,-0.263515019,-0.155797836
682,EXG,0.05750816,-0.156147772
1050,IX,0.194793421,-0.15622879
1785,SSRM,0.045874205,-0.156544982
1536,PNF,-0.348146117,-0.156620498
1960,UNP,0.142194496,-0.156899578
984,IART,-0.102071106,-0.157844896
1031,IPAR,0.137878053,-0.157856321
368,CIK,-0.180498378,-0.158142111
1008,IIF,-0.010105379,-0.158227957
1214,MDU,-0.031081418,-0.158287016
1219,MET,0.174701904,-0.158291304
823,GENC,-0.278983742,-0.158624458
817,GDV,-0.009358271,-0.158871083
87,AMNB,-0.309650648,-0.160484229
485,CWBC,0.048053755,-0.160819619
23,ACP,-0.109189968,-0.161157773
53,AGX,-0.059903681,-0.161234958
889,GVA,-0.081560921,-0.161411098
803,GAM,0.013756329,-0.161517877
2103,YUM,0.151046534,-0.1618847
40,AEM,-0.299992073,-0.161905953
841,GILD,-0.017498458,-0.161975845
1079,JPM,-0.04501353,-0.162122347
1858,THC,0.331527302,-0.162182739
379,CLM,0.01096053,-0.162610131
971,HUM,0.215010956,-0.162614599
2095,X,-0.02370375,-0.163227341
1157,LNT,-0.079614422,-0.163253859
1837,TD,-0.062224635,-0.163321751
177,BAP,0.152438986,-0.163527988
1438,ORRF,-0.507809823,-0.163578204
916,HFWA,-0.146644676,-0.164078057
1462,PB,-0.19780564,-0.164092327
1306,MXE,0.033024417,-0.164227939
339,CEV,-0.277507266,-0.164397864
2080,WSO,0.003323421,-0.164541459
1696,SF,-0.111666061,-0.164715494
907,HDB,0.1522408,-0.164905422
1247,MLI,-0.344072349,-0.164982679
552,DRI,-0.039637021,-0.165265522
913,HEQ,-0.155329765,-0.165309942
1816,SXI,-0.037320816,-0.165523253
1211,MDLZ,-0.132130241,-0.165796305
909,HE,-0.125907385,-0.166060723
1584,QGEN,-0.075242598,-0.166408517
1175,LWAY,-0.347040208,-0.16655695
726,FFBC,-0.312405807,-0.166633844
960,HSTM,0.352616025,-0.166653797
807,GBCI,-0.096875952,-0.166967368
896,HALO,0.310180052,-0.16747726
1004,IGD,0.036741237,-0.167724518
358,CHT,-0.147999974,-0.167945763
783,FSFG,-0.261029942,-0.168053023
1191,MARPS,0.294581458,-0.168153698
419,COO,-0.191346884,-0.168518072
611,ELP,0.069262996,-0.168591609
1116,KSM,-0.329572661,-0.168827904
554,DRS,1.35545908,-0.169151393
1057,JBL,0.18559223,-0.169275476
860,GOF,-0.123552637,-0.16930724
629,EOS,0.028978019,-0.169401192
1516,PKE,0.214338907,-0.169720491
1459,PATK,-0.700971743,-0.170113427
666,ETY,-0.023336315,-0.170137403
1332,NFG,0.091211161,-0.170365008
1599,RCS,-0.10447048,-0.170772438
117,ARE,-0.137475147,-0.170832271
1890,TR,-0.21415876,-0.170874491
556,DSGX,0.198629267,-0.171233327
278,BWFG,-0.085510716,-0.171239199
640,EQS,-0.081206053,-0.172376333
1585,QQQX,0.042855131,-0.172836353
582,ECL,-0.08106615,-0.172846471
1253,MMSI,0.070453072,-0.173170056
724,FF,-0.306875385,-0.173201307
664,ETV,-0.143986255,-0.173508569
229,BKNG,-0.006177935,-0.173622704
677,EVV,-0.210778728,-0.173681918
1525,PLUS,0.037679614,-0.173688408
353,CHKP,0.049938776,-0.1738318
2096,XEL,-0.116358066,-0.173979744
557,DSM,-0.353024221,-0.174383257
528,DIN,0.202944125,-0.174459701
201,BELFB,-0.061419753,-0.174676575
1662,SAP,0.220238336,-0.174951181
573,EAD,-0.161584072,-0.175203302
1752,SNPS,0.053746814,-0.175210783
825,GEOS,0.535068485,-0.175870736
1619,RHI,0.061891645,-0.175874524
801,GABC,-0.303045946,-0.176540723
491,CXH,-0.21255581,-0.17694995
227,BKE,-0.322645536,-0.177011571
4,AAON,-0.092560692,-0.177252455
2030,WASH,-0.172356357,-0.177490644
290,CAC,-0.269094344,-0.177614284
2073,WPP,-0.08853407,-0.177809244
397,CMS,-0.1450805,-0.177927209
1035,IRM,-0.164366553,-0.178501894
914,HES,-0.015220423,-0.178520417
451,CRVL,0.197728288,-0.178693954
1497,PFN,-0.068571049,-0.179105451
1434,ORAN,0.098252951,-0.179183748
1821,T,-0.35074306,-0.179255334
305,CASS,-0.132241611,-0.179262141
345,CGO,-0.033441291,-0.179547902
1424,OMEX,-0.210297635,-0.179581062
337,CENTA,-0.051015192,-0.179625661
294,CAE,-0.007797666,-0.179943903
1649,RVSB,-0.323039772,-0.179970034
753,FMN,-0.345570209,-0.180171357
1606,REI,-0.196897958,-0.180523121
45,AFL,0.426369239,-0.180680837
391,CMCSA,0.108562606,-0.180706386
1967,USA,0.014164021,-0.180788097
1349,NMR,0.061886488,-0.180981997
421,COR,-0.326324756,-0.18101213
1557,PRG,0.072636379,-0.181621436
563,DUK,-0.191642376,-0.181676891
497,CZNC,-0.231900168,-0.182435733
490,CXE,-0.284932304,-0.182674187
762,FNLC,-0.258704592,-0.182843019
720,FE,-0.183550221,-0.1832698
812,GCBC,-0.312785851,-0.183389266
1145,LII,0.098187758,-0.184276265
1950,UL,0.047333753,-0.184869298
1003,IGA,-0.092020778,-0.184977732
241,BMO,-0.28478456,-0.185112798
943,HOMB,-0.411899578,-0.18519145
406,CNOB,-0.426305487,-0.186502317
1535,PNC,-0.100427527,-0.186599904
1149,LKFN,-0.244728495,-0.186661918
2108,ZION,-0.009184325,-0.18675655
888,GTY,-0.012022859,-0.186807463
584,EDD,0.0100781,-0.187087384
1725,SJT,0.082108634,-0.187284543
727,FFC,-0.069203492,-0.187891075
316,CBSH,-0.343244177,-0.18826544
744,FLIC,-0.200726439,-0.188527249
1018,INCY,-0.212575352,-0.188796348
842,GILT,-0.083632864,-0.188924519
1652,RY,-0.166340614,-0.189200179
639,EQR,-0.077644155,-0.189460286
665,ETW,-0.00711606,-0.189739745
1047,ITT,-0.175670441,-0.189771057
1490,PFC,-0.160870772,-0.189836428
2015,VRSN,0.074799583,-0.190196458
1685,SCSC,-0.040310492,-0.190214168
1768,SPNS,-0.070351906,-0.191063076
1941,UDR,-0.052439406,-0.191604272
1207,MCRI,0.454169092,-0.19200078
1309,MYN,-0.303496096,-0.192070294
578,EBR,0.042019251,-0.192595623
846,GLAD,-0.055876596,-0.192674136
1964,UPS,-0.061056201,-0.192939939
1508,PHK,0.008200588,-0.193723045
514,DENN,-0.100965299,-0.193769652
162,AX,-0.292013526,-0.19381094
1265,MOFG,-0.42072988,-0.193861116
153,AVGO,-0.098224231,-0.194273466
231,BKU,-0.442946114,-0.194323395
833,GGN,0.028661209,-0.194368522
20,ACN,0.075128038,-0.194564932
968,HTY,-0.200754236,-0.194702555
1091,KEY,-0.329374229,-0.194726153
560,DSX,0.093488821,-0.195314337
1152,LMAT,-0.038582492,-0.196493585
308,CATC,-0.212615923,-0.196504353
1820,SYY,-0.140364541,-0.196660444
1143,LH,-0.292543825,-0.197070682
1595,RCI,-0.038363627,-0.197121661
550,DRD,-0.14794197,-0.197625402
1493,PFIE,0.403031604,-0.197992443
1804,STWD,-0.23274223,-0.19816013
1426,ONB,-0.082958592,-0.19870167
189,BCE,-0.181923213,-0.198721883
979,HYB,-0.108091633,-0.198916254
268,BSX,0.082962903,-0.199033938
1316,NBH,-0.282072583,-0.199214474
1898,TRNO,-0.136778877,-0.199664726
34,AEE,-0.063787153,-0.199729455
63,AL,-0.041712899,-0.199772758
1077,JOF,-0.091880218,-0.200002355
1161,LOPE,0.034982067,-0.201050831
1119,KTF,-0.373995505,-0.201127261
672,EVM,-0.360991866,-0.201528206
336,CENT,-0.134993897,-0.201714153
1730,SKY,0.506781228,-0.201734505
1081,K,-0.240056623,-0.202186998
539,DLTR,-0.188354457,-0.202456078
1907,TSBK,-0.154654998,-0.202644106
731,FFNW,-0.334452391,-0.203079401
267,BSRR,-0.193325455,-0.203184962
270,BTG,-0.135965594,-0.20326119
1961,UNTY,-0.48155527,-0.203624214
1607,RELL,-0.319143777,-0.2044024
784,FSI,0.403940794,-0.204582281
600,EGP,0.094999683,-0.20496711
399,CMU,-0.277428818,-0.205120028
33,ADX,-0.035366953,-0.205215295
1920,TTI,-0.244148657,-0.205365882
661,ETN,0.118574095,-0.205379955
277,BWEN,-0.390107957,-0.205386792
1830,TAYD,-0.420968478,-0.205554714
837,GHM,0.346378387,-0.205606266
1899,TRNS,-0.101644198,-0.205792102
1258,MNRO,-0.161097912,-0.206136945
1565,PRU,-0.017523113,-0.206665133
504,DAR,0.288908077,-0.206676728
286,BYFC,-0.165508984,-0.206856643
243,BMRN,-0.161856515,-0.207196106
1267,MORN,-0.203865614,-0.207446289
1814,SWZ,-0.063437362,-0.207684537
1456,PAI,-0.17565918,-0.207718302
418,COLM,-0.124329602,-0.208123745
1707,SHEN,0.29120684,-0.208158245
192,BCO,0.177190306,-0.208797708
1307,MXF,-0.013554087,-0.208932591
1678,SCCO,-0.042810178,-0.20907827
1974,UTI,-0.112021026,-0.209704328
1930,TY,-0.056522317,-0.209883413
306,CASY,-0.213443485,-0.210217516
1284,MSFT,-0.008445131,-0.210429902
32,ADUS,0.070533091,-0.210640293
1640,RPM,-0.243297677,-0.212140431
1789,STBA,-0.166819762,-0.21263943
927,HIX,-0.240934804,-0.213054812
1973,UTHR,-0.185753514,-0.214191752
1186,MAG,0.048416217,-0.214515246
657,ETB,-0.20219762,-0.214797444
200,BELFA,-0.310708234,-0.214852068
1633,ROCK,-0.192229976,-0.215302477
1614,RGCO,-0.231808279,-0.215304678
862,GOL,0.626819725,-0.215343202
1006,IHG,-0.108309419,-0.216251789
589,EEFT,0.145267226,-0.216722069
513,DECK,0.275942867,-0.216866916
93,AMT,-0.18164066,-0.217000675
1330,NEWT,-0.437470174,-0.217011852
1921,TU,-0.150259151,-0.217023446
1919,TTGT,0.386569785,-0.218140477
1844,TEF,-0.12703674,-0.219344382
1443,OTEX,0.067922331,-0.219368494
737,FISI,-0.07699867,-0.219588028
893,HAE,-0.203578789,-0.219973215
944,HON,0.056602302,-0.220156637
175,BANF,-0.094616588,-0.220896658
2099,XTNT,0.991416472,-0.221107962
1587,QRTEB,-0.027581731,-0.221130614
141,ATO,-0.149551611,-0.221511189
1340,NI,-0.106769936,-0.222808621
147,AUB,-0.054581272,-0.222947076
1699,SFNC,-0.287283928,-0.223092691
144,ATS,-0.149871421,-0.223323176
1094,KFRC,-0.225173631,-0.224137536
659,ETG,-0.013728673,-0.22475631
1074,JNPR,0.429211459,-0.224972518
830,GGAL,-0.058220798,-0.225254422
1803,STT,0.103004135,-0.225368462
1368,NSIT,0.216980897,-0.225567457
114,ARCB,0.085611627,-0.226520916
347,CHCO,-0.119036604,-0.227296677
2069,WNS,0.109202478,-0.227975946
102,AOD,-0.013558428,-0.228128671
711,FCNCA,-0.328146533,-0.228532358
1896,TRMK,-0.152398618,-0.228831059
523,DHI,-0.065323018,-0.229446302
1069,JKHY,-0.122772926,-0.229458814
1473,PCN,-0.085788402,-0.229533442
364,CIF,-0.155466303,-0.229580622
1733,SLF,-0.118167378,-0.229757685
441,CRF,-0.095652505,-0.229765273
56,AIN,-0.024831045,-0.229854378
998,IDXX,-0.141778698,-0.230218799
706,FCBC,0.047542671,-0.230662396
604,EIG,-0.026373627,-0.231017934
1806,SU,0.182794466,-0.231035038
976,HWC,-0.236929948,-0.231238559
459,CSQ,-0.067268663,-0.231814237
1610,RES,0.002604629,-0.232158562
1592,RBC,0.029778951,-0.232171209
375,CLDT,-0.180954199,-0.232177943
764,FNWD,-0.207999152,-0.233193522
1615,RGEN,0.06599791,-0.233585945
1230,MGIC,0.337591825,-0.23368367
1449,OXM,-0.253997689,-0.233864668
565,DVAX,1.284526105,-0.235401853
1798,STN,-0.142729819,-0.236122401
898,HBAN,-0.279401105,-0.236441904
1779,SRE,-0.217286303,-0.237124142
359,CHTR,-0.116105271,-0.237297286
1184,MA,0.057402137,-0.238248755
1498,PFS,-0.286979597,-0.238644156
1375,NTRS,-0.222957497,-0.238755493
1841,TDY,0.147391348,-0.239198953
1889,TPX,0.316234176,-0.239284563
778,FRME,-0.102737307,-0.2397216
1144,LHX,-0.058164212,-0.239756855
2012,VPG,0.193050536,-0.239875399
1543,PNW,-0.186468545,-0.240405156
700,FBIZ,-0.409405938,-0.240755647
1117,KT,-0.272144941,-0.240920268
81,AMED,-0.027810395,-0.240942268
676,EVRI,0.452139611,-0.240958579
1663,SAR,-0.04702914,-0.241119139
214,BGY,-0.055354116,-0.241307326
2020,VTN,-0.404928544,-0.241361907
1539,PNM,-0.128524197,-0.241416433
1751,SNN,-0.089843161,-0.24177338
309,CATY,-0.165235797,-0.24181034
1358,NOM,-0.406244217,-0.242149701
1285,MSI,-0.291030981,-0.242920971
96,AMZN,-0.216391233,-0.24314951
2078,WSFS,-0.08112689,-0.243199714
962,HTBK,-0.006753226,-0.243297822
139,ATLC,-0.072326025,-0.244022666
2054,WINA,-0.279114375,-0.244168831
1270,MPB,0.014536996,-0.244251148
291,CACC,-0.125436564,-0.245252043
735,FIBK,-0.28471592,-0.245748842
805,GATX,-0.023284535,-0.245884268
564,DVA,-0.370106446,-0.246236247
1538,PNI,-0.404781039,-0.246893106
1329,NEU,-0.238512364,-0.247508263
1063,JEF,-0.251495352,-0.247509421
814,GDEN,0.131816714,-0.247715833
1775,SR,-0.220814121,-0.248244947
651,ESLT,0.004340317,-0.248465375
1883,TNP,-0.346765555,-0.248513869
135,ASTE,-0.137372017,-0.248554555
533,DJCO,-0.297736276,-0.249886641
384,CLW,-0.485235873,-0.250188378
2040,WEC,-0.267850671,-0.250569785
1236,MHI,-0.400454664,-0.250678446
1245,MKTX,-0.297267079,-0.25114974
6,AAPL,-0.000414743,-0.251355196
455,CSGS,-0.23004303,-0.251514277
224,BJRI,-0.274936702,-0.251554964
1220,MFC,0.142588764,-0.251915183
1980,UVSP,-0.210665225,-0.251921608
271,BTZ,-0.197434493,-0.251981078
1061,JCI,-0.218386602,-0.252863445
561,DTE,-0.152218504,-0.252913017
181,BBSI,-0.309687686,-0.254006734
2055,WIRE,-0.175106713,-0.254145762
1300,MUI,-0.398640959,-0.254517421
1363,NRIM,-0.321420057,-0.25470391
80,AME,0.079211365,-0.254782123
588,EEA,-0.008312869,-0.256326628
311,CBAN,-0.237599448,-0.25639483
1834,TCBK,-0.141562986,-0.257288941
1492,PFG,0.177167357,-0.25731914
583,ED,-0.341903414,-0.257374031
1038,ISDR,0.037494642,-0.25772885
95,AMX,0.288153476,-0.257772656
206,BFS,-0.217396582,-0.258713202
1914,TT,0.045991317,-0.258822662
1197,MBCN,-0.234466728,-0.259074517
559,DSWL,-0.106566101,-0.259295048
1448,OXLC,-0.183453618,-0.259477971
2071,WPC,-0.282323666,-0.260279814
1579,PYN,-0.427525141,-0.260757733
407,CNP,-0.154430015,-0.261193411
1062,JCTCF,-0.347504185,-0.26168293
247,BOE,-0.077913762,-0.261852944
887,GTN,-0.127991373,-0.262214952
1573,PTY,-0.12332267,-0.262452182
1129,LCII,-0.219311153,-0.262708467
1076,JOE,-0.208915185,-0.262725961
921,HIFS,-0.417948726,-0.263656494
1056,JBHT,-0.02607472,-0.263797796
570,DY,-0.197113633,-0.264169553
1027,INVA,-0.230387037,-0.264517657
86,AMN,-0.190153489,-0.26474781
1515,PKBK,-0.264400504,-0.264883311
1200,MCD,-0.1004023,-0.26507251
264,BSAC,-0.159559417,-0.26512275
1039,ISRG,0.310226577,-0.265345485
1566,PSA,-0.122058279,-0.265376655
1019,INDB,-0.141875709,-0.265493024
474,CVBF,-0.270549216,-0.265662524
1168,LSBK,-0.292108424,-0.266715294
1636,ROK,0.013800508,-0.266927967
2076,WSBC,-0.297814627,-0.266946254
590,EFC,-0.253199838,-0.26747684
901,HBNC,-0.460087188,-0.268462441
1479,PDFS,-0.314553064,-0.268639263
1947,UHAL,-0.302431299,-0.268682952
1997,VIRC,0.058543759,-0.269358075
387,CM,-0.340284148,-0.269440922
61,AKAM,-0.156701626,-0.269628407
1345,NKSH,-0.122678324,-0.269891475
2031,WAT,-0.124411074,-0.270572603
1942,UEC,0.099699261,-0.270578737
541,DMF,-0.420296465,-0.270731651
982,IAF,-0.264104346,-0.270987873
1259,MNSB,-0.445960227,-0.271110552
1608,RELX,-0.017948788,-0.271187609
496,CZFS,-0.308843826,-0.271421272
728,FFIC,-0.183481877,-0.271686603
1478,PDEX,0.009502704,-0.271744507
433,CPRT,-0.163282104,-0.271755326
1318,NBN,-0.109270126,-0.271822578
1002,IFN,-0.117679339,-0.272262203
848,GLBZ,-0.601817075,-0.272992596
885,GTE,-0.205207228,-0.273034425
1399,NYT,0.177608067,-0.273168706
912,HELE,-0.280487971,-0.274009047
186,BC,-0.287159889,-0.274011544
1836,TCOM,-0.341107162,-0.274054596
1817,SXT,-0.366430161,-0.274207191
411,CNXN,-0.591072846,-0.274497941
606,EIX,-0.336225317,-0.274544048
1815,SXC,0.023090875,-0.274570624
1001,IFF,-0.348426248,-0.274629441
923,HII,-0.056769112,-0.274647119
1439,OSBC,-0.422559659,-0.274982455
1428,OPCH,0.263139639,-0.275011111
1792,STE,-0.093916138,-0.275020353
989,IBOC,0.262557752,-0.27515461
1601,RDN,-0.214668956,-0.275496859
58,AIT,-0.032365705,-0.275905253
904,HCKT,-0.809639501,-0.275910598
12,ABM,-0.206934624,-0.275932227
2049,WGO,-0.298084971,-0.27596968
1064,JEQ,-0.178107077,-0.276329347
627,ENX,-0.392000281,-0.276349645
129,ASG,-0.041185566,-0.276422451
936,HNI,-0.066110257,-0.276889787
1523,PLOW,-0.179297573,-0.277768554
228,BKH,-0.176128602,-0.277883713
42,AEP,-0.276779887,-0.278036004
445,CRL,-0.029445213,-0.278072086
1290,MTB,-0.520363821,-0.278314689
795,FUND,-0.124088727,-0.279076427
1140,LGI,-0.074344579,-0.279558297
733,FHN,-0.366323026,-0.279995454
857,GNT,-0.095471654,-0.280722724
1534,PMX,-0.427444342,-0.280833453
911,HEI,-0.05992333,-0.280962342
506,DBI,-0.491648155,-0.280980815
1406,OCFC,-0.376633648,-0.281260373
1556,PRFT,0.081991314,-0.281347841
437,CPT,-0.235658494,-0.281899029
1373,NTES,-0.340681153,-0.28263961
694,FAF,-0.250711539,-0.282660007
1634,ROG,0.023611192,-0.282819008
1736,SLMBP,-0.344839231,-0.283338748
667,EVBN,-0.293083381,-0.283628351
331,CDNS,0.122636876,-0.28373588
292,CACI,-0.032221613,-0.28404245
831,GGB,0.109235154,-0.2845019
57,AIR,-0.062930397,-0.285221557
