SMB_interaction,HML_interaction,Stock,R_squared
-674.4512007811362,1934.347023838524,CVS,0.38137769884277617
-472.2461062198495,611.365671531012,CVX,0.49240614511662206
-1329.315182643189,1329.651124962605,D,0.21350745361152812
-298.4125232856143,-1713.6876661261092,DAL,0.41081573958990125
2258.7112722789975,-2938.4400334172988,DD,0.5822413466486118
-198.2558312804956,687.1017127505327,DE,0.5375226263760913
-988.1280893878547,32.83093463380294,DFS,0.5890083344151262
-367.9788101252174,994.6991584539012,DG,0.10780105004060847
392.39063289751044,-111.05919704694017,DGX,0.28101584543089897
616.2054371051178,-1023.6901500693019,DHI,0.31025779704317036
346.75255170255355,-218.09747704823582,DHR,0.5490297886274257
-225.07436440397976,649.436055305995,DIS,0.5422160580851354
-410.40950858245066,-274.73366244173167,DLR,0.25984118675822454
-1195.0688427697125,1860.0295804658763,DLTR,0.1495832232283314
-611.4250349382863,537.5098427635853,DOV,0.6850902332520716
-76.8943817534774,24.903203718362157,DPZ,0.2556107465450298
519.0308301961778,-1005.4993385842315,DRI,0.21866263567100286
-623.0779459062577,399.6926122749868,DTE,0.2787001671264754
-1127.9381426834332,1227.8398691485195,DUK,0.13006544256416597
-1185.6518285771701,327.01196314658307,DVA,0.37655865769176744
-1435.514231254412,1497.0893327663214,DVN,0.37159181630468663
355.5494974241718,1432.9292983341647,DXCM,0.13630095017466415
406.77996193169326,-596.8079078724572,EA,0.21984489349534242
87.56909665423612,379.5791217408711,EBAY,0.44102298957622177
242.12185646434958,-613.0097751379836,ECL,0.5242162580610117
-1238.1791969407288,988.9827533588411,ED,0.10375583443697967
-13.245745918966168,-577.8918693033316,EFX,0.5458021403363151
602.4236423476156,848.2231817331298,EG,0.2936769634539226
-1005.2537368253995,742.9050063028787,EIX,0.1656158512357464
-1100.5856391013835,1450.2078792664952,EL,0.4512103882362405
176.89693979580048,73.81459542449211,ELV,0.27534713337284156
432.9102116472596,-1154.1082295320437,EMN,0.6784990426394759
134.0327465300766,71.0994715734429,EMR,0.622707855127387
-510.56702725152905,267.10610867364136,EOG,0.44737772434556067
361.3773487094423,-1105.9240370712364,EQIX,0.3956641296806993
550.7157664377019,-748.4593074042533,EQR,0.479372443461174
47.49001861192566,-1436.1840941837243,EQT,0.16538240858731812
962.3253741525485,-836.451315975578,ESS,0.44063796927919296
1159.8937469555324,-1724.3089919214806,ETN,0.6423503055655215
-764.9626621001257,1014.9244780149401,ETR,0.21448339281155737
-82.12594190305315,446.7498936546849,EVRG,0.17915762900954102
104.91629776305635,1033.7980488527178,EW,0.2894586417918039
-494.6824943990621,507.635688143791,EXC,0.12417912626585881
-785.9123599205058,-327.1786794895039,EXPD,0.4572542766094557
-704.3092508382897,-1232.9828747384454,EXPE,0.32748198583378574
641.7599314906349,-1254.4296748843408,EXR,0.36668688194658705
1287.360938229581,-3178.0469587620005,F,0.4401287363940901
-226.19985527774048,229.1637757881285,FAST,0.4090486511306072
132.01935752490536,-230.39105525768332,FCX,0.3186527895889639
1.2255401696459487,656.2622718324134,FDS,0.43589518589454435
-1111.9764353137102,4.162996929206144,FDX,0.5787425301772359
-653.7735270757958,414.6689739415644,FE,0.05446358565912879
2649.910307261446,-3077.022215678823,FFIV,0.43363837155517604
-657.4982588228667,800.7854525395496,FI,0.4551116055635669
1689.3868344752968,-2841.601770696005,FICO,0.5133619105648302
-1030.5084180682752,136.9937769022162,FITB,0.5444890858995921
677.9385685179686,-1490.030000961327,FLT,0.39335109729595197
-570.9603858330825,968.6605752789388,FMC,0.4670975999551854
-367.90637867931144,721.020142740873,FRT,0.4781642973302912
1447.5150187817296,-2490.2782242347307,FSLR,0.17801538021211727
3168.108602505852,-2390.5941589555205,FTNT,0.3968102573446194
542.2667146263237,-7.8740882092327285,GD,0.47799803626229853
94.01840805057365,-1754.8285792082709,GE,0.5641793483226822
-1114.3230876214104,-184.92424833290386,GEN,0.23996841793025336
-366.9457882026979,1179.1844147055788,GILD,0.15109449293060262
-642.6199681096172,1060.95795218801,GIS,0.12170780275440618
184.79954106020364,-196.59322357283307,GL,0.7485315596955675
-430.0473444363535,994.2430833852839,GLW,0.4633663565705475
-572.3876114670713,-393.296267970901,GM,0.44943314072741114
-1288.244769597145,658.9410340148582,GNRC,0.27304388867530816
334.76277581025874,-535.3704886894593,GOOG,0.4694959277279537
362.2783569307371,-535.2046652540467,GOOGL,0.4675878767413584
-215.21946262024957,294.82493314309664,GPC,0.5408960924023831
838.1511562766293,-33.97973153318892,GPN,0.3895750603182677
1292.5623601177185,-1476.9110224639192,GRMN,0.36747019913742573
-455.68650467949686,458.133955768437,GS,0.5451702358796642
-426.21191343323375,244.99236849113547,GWW,0.412521718688146
-879.3806622568064,1609.3873841336085,HAL,0.4078679530550948
-445.70322472099855,-84.00563231417524,HBAN,0.5706610357743384
-458.40631201256065,351.173680649203,HCA,0.364234308123893
-215.44496584827868,144.20663840145585,HD,0.47744301368682873
-1915.7019363747627,1743.5650281869148,HES,0.30523496490463387
2570.8840526192,-3209.2246362942446,HIG,0.6124763874587318
1131.0311193758494,-1732.979734725536,HII,0.43675183922218896
-199.24101197264145,309.9832517809842,HOLX,0.37280728527686824
-49.04204689549697,72.77976421230876,HON,0.7116025418830179
263.06651071571144,-284.1097266858024,HPQ,0.3630350836384628
-67.98271517545169,1235.3499196925102,HRL,0.14431370916954211
-909.133985936811,1077.868636457059,HSIC,0.4098833087703413
2462.880333011388,-4585.019099077954,HST,0.6259043298106718
10.059456782668907,695.5656967744989,HSY,0.05414411396071106
268.15978125647024,-1110.0523931268187,HUBB,0.47258188123982114
933.1199503113769,-318.6952224434192,HUM,0.27391241108091857
-280.75539170516475,-95.66005584992664,IBM,0.32179855144844616
124.87109781502578,314.76115162335407,ICE,0.4005162456526493
-237.82050029253983,162.78306529834518,IDXX,0.4698236157249236
789.4385232017955,-1013.6179809845676,IEX,0.6771455040392191
-1914.2815367683393,2996.8390307061713,IFF,0.40410410949416686
716.780378049579,576.4372334011757,INCY,0.21093343579487212
-53.834734287569795,-1991.8009625874288,INTC,0.4165098276605681
-189.82089104595022,675.5162506758649,INTU,0.515765240034876
-232.36399151249546,-1417.42850787428,IP,0.6480022780134189
2025.7807642990751,-2797.6198771620416,IPG,0.5245707683822652
117.65995572140116,-483.50503461192244,IRM,0.27977840574919444
1472.918243765558,-1375.8324665433431,ISRG,0.41208430840241006
657.9937384210672,-1874.1195187575086,IT,0.4986757770071407
-669.6633150433189,609.7471013648039,ITW,0.6456906521524823
242.44581588009038,-862.5602167018011,J,0.4807067228768792
-351.29083861463033,395.7372257744404,JBHT,0.5438923540161001
2178.1898924068014,-2728.268734228944,JBL,0.4346840062460031
-760.8958846551103,977.0846153554718,JCI,0.48562551661059006
-690.2504604583048,1145.1003708475564,JKHY,0.4405103667467013
-782.6057373233634,1254.677131525718,JNJ,0.4078872096003644
2691.6388309847134,-2907.699155994643,JNPR,0.4657886065129263
-326.29471806253383,-14.914115414099221,JPM,0.6556417994115302
-1032.2553286300047,996.304302827775,K,0.21231636647879448
178.67293634958565,568.4972079371607,KDP,0.2730158101556568
-2127.563449945723,2477.9601296409064,KEY,0.3657150790552839
1614.7587750114635,-2212.4604535764056,KIM,0.40851797893887454
1150.7405352650371,-1719.164236144387,KLAC,0.5181137050175372
-639.3141945101813,894.0409360239609,KMB,0.16939208735038236
-381.05006901260776,-387.3180759600545,KMI,0.301272421303841
389.1867939183858,-161.2763171337828,KMX,0.31494587128956353
-835.2355323174438,1352.6652635093108,KO,0.36982169148344823
-761.4834313618227,1319.1127488740822,KR,0.15613661844272564
-139.339932577579,149.1035280925593,L,0.6467766034141088
-906.9247799949777,1776.949360394314,LDOS,0.25046020617301223
862.2217063010074,-1404.8046834570025,LEN,0.4826719360593278
-376.4612484667637,485.1620015062735,LH,0.43627741988872526
-450.46134074178195,840.3287503060401,LHX,0.2809478195138668
371.91857613975554,138.711567650665,LIN,0.5425728088119705
-1391.4136858961156,1019.4785262635214,LKQ,0.40025465926773696
599.7060397169444,-471.8985863241283,LLY,0.199981441136722
-155.9060665302184,739.8441076831461,LMT,0.36615582191666085
-950.0570087663684,1229.898029194307,LNT,0.21537502065252834
228.90363428590535,-150.028527062161,LOW,0.46639201466695446
69.65420700843492,-1034.7542986533795,LRCX,0.4824345609240983
1434.1375277136747,-1751.2007076415475,LULU,0.35399594612212926
-1652.0985712488025,-110.85140539592976,LUV,0.5195471844625954
2256.50994840227,-2806.125157089131,LVS,0.5046047095953238
725.8924876141484,-1874.6006925704655,LYB,0.5731199492735257
1930.192191082129,-2724.772776900562,LYV,0.38869546117327625
-43.252059004889794,439.19463631203814,MA,0.4414134573521624
405.90729809610474,-336.32094981026034,MAA,0.42231055038700316
802.5065427114405,-1738.3452188747547,MAR,0.6081198568666979
139.79224192347172,-755.0699499572196,MAS,0.6310432285684788
-595.0203849633031,512.4624428266218,MCD,0.32153750621939314
-1067.2135930658937,771.065365455809,MCHP,0.515063987290293
581.6495732045847,-687.5813568407914,MCK,0.20316575466655384
68.16219032715294,-1012.8064074884072,MCO,0.5009635894750947
-799.7496070850392,851.1674976825564,MDLZ,0.318275743505506
-208.29077254729845,771.1198243983246,MDT,0.38689147321115513
564.7042358953543,-231.8087619767404,MET,0.7226001151342396
4329.884297539164,-6615.400474508237,MGM,0.3929255750118452
189.1154568404638,449.98152541580413,MKC,0.17279166768910448
637.0356601314049,-1020.2489448884972,MKTX,0.20286390929830977
207.95059188369964,-1313.4147070574218,MLM,0.3429318925718433
-30.80382510443901,42.354051423591855,MMC,0.5714537450727479
937.304097740031,-580.624008385836,MNST,0.24750457324828234
-745.9859565270739,1657.1357250065848,MO,0.17351102081183023
1292.3274951787942,-834.0465596001483,MOH,0.22604172796382338
-2417.7464242031515,3009.3327818594826,MOS,0.28908021032732834
436.1327993468294,-439.1931672629427,MPC,0.4545071058374628
-960.5759305045062,684.3428665881315,MPWR,0.4015524748540693
-246.16219082599645,823.4047956819851,MRK,0.31654398056332955
-346.00456610919525,305.8051842328251,MRO,0.36009949750904724
-280.5705862499359,746.262074132156,MS,0.43206786353552784
923.1664326555693,-597.1005082934961,MSCI,0.5311662289789509
210.5167092603593,-294.30465207575594,MSFT,0.5981927881268462
275.6726637530265,-1152.1976859787294,MSI,0.35202320900338635
-1422.7025756947196,515.9940361816294,MTB,0.5076520090933418
-292.9853905204784,312.60257667561575,MTCH,0.2328248958281336
-54.866705653699306,554.1192025267798,MTD,0.580750681041216
224.63828928209838,316.3371007516136,NDAQ,0.3568621941945863
346.7887674993277,-1053.616992797596,NDSN,0.5692385242930873
96.80068139363357,906.490170284709,NEE,0.21908158033546232
2144.3913799289676,-2520.2447295456745,NFLX,0.18454790995998993
-348.5476130983945,364.6917301723874,NI,0.24142101440401542
-1535.650843104068,2388.379889594209,NKE,0.4157197440132633
758.4298012806336,192.7391187411034,NOC,0.30158896314011874
-307.2357557250175,-218.46539025143815,NSC,0.5368974025385154
306.9925067155341,-648.7150655458739,NTAP,0.4270631492711553
-1377.554028066387,1414.6703379811931,NTRS,0.4236031895619242
-2451.5123689607117,811.0408915472506,NUE,0.5205140101548337
1443.6635282968175,-2427.374797732012,NVDA,0.4224003704906567
-186.4575557458936,-308.29266148123304,NVR,0.36654392470816544
822.917055735132,-2666.9164939510947,NXPI,0.43019640543227355
257.7514440356806,-249.46122223017733,O,0.32069446797012646
-378.81033575042534,-328.09331565904245,ODFL,0.457467371382131
-1160.8158638652005,895.7169733542976,OKE,0.3507124507413374
1679.597205435687,-1718.9427120503026,OMC,0.4957381850700425
-848.4823509393702,457.1575057471399,ON,0.4180370826674127
596.6882484422956,216.04108761466463,ORLY,0.22571411734834557
-229.42030720587172,663.9992684683714,OXY,0.254120159728644
59.971331183332374,-243.10729593140752,PAYX,0.5623964215045093
198.19218200428276,-1564.0770987038868,PCAR,0.6099477850399799
411.3131095024109,-114.079878433702,PCG,0.028825257218454192
-32.3667872506809,-403.42684409345156,PEAK,0.33507195580133764
-726.8205645482647,904.2642413840261,PEG,0.14495241370523793
-404.8371777723296,901.6324489143431,PEP,0.3179311536086895
810.8398461749016,296.11781871885995,PFE,0.3916158972155541
1145.1021436498092,-1306.602195152051,PFG,0.5403000593550011
-1047.4301657750254,1333.1319195079204,PG,0.2878173315869186
329.56392484762495,-38.20840383548853,PGR,0.32702321162074877
182.05215239013646,-1215.3763691314416,PH,0.639813925040173
1116.5576916762886,-1807.2732572350683,PHM,0.31789178690187736
-446.0676695901969,43.942204276332504,PKG,0.5890177885700736
865.4407055295043,-1888.5868627086727,PLD,0.6773452755191341
-1728.4188570124704,2136.1341425562073,PM,0.41749701441807785
-745.9353887540664,577.6286369170992,PNC,0.5911449809468715
-425.74217511321837,-186.67948386854144,PNR,0.49398124043326863
-467.8368647932879,215.93441667307397,PNW,0.16872055798389107
634.1876627259768,-1687.8798700286989,PODD,0.1989686385993693
-495.26184085628745,-67.6228076695015,POOL,0.4035106708577404
206.86939737888264,-740.0932347438347,PPG,0.6620771422582126
-1418.836670638858,1696.2259523763248,PPL,0.29623448054032686
-162.03615538889474,169.62958523810713,PRU,0.6687892378784932
1239.4666790439096,-1595.0989372765346,PSA,0.3879896100582957
2613.1306495589547,-3745.9009185817636,PTC,0.5640493158013411
-1049.2176552123865,-843.4033871190793,PWR,0.3460332477194654
874.6298936245777,-1103.837773828315,PXD,0.4298138806323607
-1746.5408475551517,2007.9045358768335,QCOM,0.3333579821903546
2214.6172522004745,-5003.86114170521,RCL,0.5939228349451331
916.15461030474,-831.4651996389055,REG,0.5086058539781604
2161.0261003896694,-1007.1387954972162,REGN,0.1002294091405056
-668.9722918352004,-377.6618494484919,RF,0.4714466912075729
455.36908570139303,-532.1122520810594,RHI,0.5397500550525584
144.5039262257431,183.27022529389774,RJF,0.46787509601085
-532.4643857078013,-533.5983471792027,RL,0.4355288487265526
-61.76496282072876,1084.923629939288,RMD,0.2074548157107452
663.8416272926221,-934.0257297894555,ROK,0.5887159920686922
452.3987672324898,-826.3309051440598,ROL,0.22598857803837413
629.8247842160895,-382.14092038812447,ROP,0.5484842647897606
-192.17402785129647,298.9511554462309,ROST,0.29016280710718734
86.29588740250938,-244.67455147959336,RSG,0.2754028729126663
-27.33778289077835,731.5589388288272,RTX,0.515813204162552
-442.03250927490507,1055.4705378006554,RVTY,0.4596220039094039
-704.2686420431598,1055.9446834449461,SBAC,0.19908688640353223
279.94504208157275,311.0215953799066,SBUX,0.3931094355096536
604.8057572090478,239.02752543162111,SCHW,0.41501587603039225
-857.6874172921081,228.7908588344661,SHW,0.44774185247070597
-166.1279551916891,646.1682070238472,SJM,0.09478748197204645
-801.5418249000256,1677.2162521681128,SLB,0.49134251300926524
169.54682631933642,-1447.9334089511665,SNA,0.6222310681181453
1202.0677346962568,-1845.7507234869722,SNPS,0.5734532040872745
-1088.4552819469811,1026.690078319286,SO,0.1509026000454955
616.1370173182801,-674.7977185394221,SPG,0.45169401657171915
238.58493907682114,-563.6494324850096,SPGI,0.48349371319726864
-686.0387390108742,709.982086572085,SRE,0.23999358413560123
519.3561026148859,-235.20694622323364,STE,0.3508703606410084
-1086.6160164296546,-116.41990019930775,STLD,0.5440039515328361
-515.7651609911363,899.8314121049899,STT,0.5441234495255467
-712.3390507946706,613.5384045902101,STZ,0.179626686921031
-86.07882825218165,456.2510329013194,SWKS,0.26674162562742765
-35.35270636115798,1.731432696980732,SYK,0.4220394452831161
-808.4274753582492,657.6972033546317,SYY,0.3690081714102035
-1492.8243109375221,1103.5872900399247,T,0.31441316672774144
-740.0141118647042,-168.37910712245645,TAP,0.2929388712657569
-865.0004050329766,322.9451810139454,TDG,0.41757526705375325
573.0204110893754,-1084.5623577983372,TDY,0.6031484269142598
-497.02562573613875,588.0929424309176,TECH,0.49714479718682103
1690.8679967213475,-2254.260471041593,TEL,0.6601752081820205
728.9766224588351,-1293.0666816066955,TER,0.47303187057696194
-331.8880522612018,832.0298047991619,TFX,0.35348916646625494
-517.1902917767641,38.36205384782465,TGT,0.2550154649621792
107.09715453440361,640.1146177251325,TJX,0.33821381963061514
-1075.4685378376053,1477.5680921619876,TMO,0.39922836117254223
229.8293257749845,290.0446419802603,TMUS,0.09891695700198788
-881.9580379431313,-742.512055581699,TPR,0.3607160889183054
642.3449703993839,-291.213750335203,TRGP,0.3054474882569187
1331.9327074744174,-1679.1131452676455,TRMB,0.6233504388673556
239.38549353693222,-386.9031825825334,TROW,0.7016719629271349
-106.67646596921328,591.3356993761885,TRV,0.44788380957246776
773.2347722264491,-14.671633304408857,TSCO,0.38128926093795634
1744.430737225551,-2657.0162643444464,TSLA,0.24253369235804545
312.7690783475298,-150.5899006373621,TT,0.5172881369926197
191.18351049788367,-556.8066074169519,TXN,0.5517350685880094
1950.215580270779,-1787.9450488540729,TXT,0.6437902935170006
1038.9463084672095,-1166.8791967924371,TYL,0.3653271201024607
-237.3872908087783,-1468.6294438355608,UAL,0.2387132484800334
816.5334516198827,-970.5624871099448,UDR,0.46599983215288976
-154.97592637985363,112.78076696145052,UHS,0.481216214278842
-1232.0429195469153,1679.7150569691419,ULTA,0.288532877598107
613.6086468118293,-45.426559504794966,UNH,0.35802890910489427
433.91220687543426,-315.3349569290038,UNP,0.5918696944664508
-1400.3092639521244,1605.9759318325303,UPS,0.5826725015563838
821.9000740238954,-2002.564242341512,URI,0.5514238786526926
-1893.468123690004,1363.3916047702967,USB,0.6081204152377921
-8.175164941333735,542.5012750030047,V,0.44947542223749115
-583.3215724781162,118.72764199286038,VLO,0.35674333625672516
800.8436169913443,-1915.1848731685634,VMC,0.3836651576832728
772.5073053711849,-1224.695717005766,VRSK,0.33260423680663
740.1022637709257,-407.7384926634157,VRSN,0.38786837428354415
-904.7822384499245,1932.6658170277535,VRTX,0.10020550279631601
-1356.539525928184,1929.6997573856252,VTRS,0.27560751025816543
-959.6412884500401,1109.5550270234894,VZ,0.22296447367447114
436.79612751995813,-1147.1250421303434,WAB,0.5907803531889182
-7.978492002786481,548.8364397809529,WAT,0.44544835327087173
-702.7178195361428,1553.6358327376029,WBA,0.31795290494138184
-1052.4095800867296,874.3654356352567,WEC,0.10114271330306435
-22.597665181617568,-99.1953529691763,WELL,0.31433401035857256
-543.407945947606,102.52563765417833,WFC,0.629132056523053
-277.39543169206104,-823.1317018841793,WHR,0.5679842374343949
-386.65390643936627,216.89319521798438,WM,0.3348241008918711
-172.41372110347032,-905.0976989831324,WMB,0.4079039707473061
-598.0757531800219,1030.086249992699,WMT,0.18763901084375667
175.4920786829522,-26.025218599860928,WRB,0.4347861893768422
-873.5852857413884,1529.4370150315672,WST,0.4216033714280373
243.81159007004365,138.82164501910472,WTW,0.3438881880075292
-837.7576584689887,260.721396365005,WY,0.599110931279945
1493.6027867479834,-1392.642885578893,WYNN,0.4921815937533177
-891.8605693756513,1111.9486986813504,XEL,0.12046259448856744
-1513.710634366573,1777.6690377538675,XOM,0.416310560905352
437.9284240629959,-84.35681602685688,YUM,0.35448632226027743
-452.7349234446484,543.5615831157951,ZBH,0.40222821520826535
-68.13083961422552,-87.30259624480531,ZBRA,0.4845389505718616
-30.76648010946199,-61.56696819066634,ZION,0.5419559933128482
